,course1,course2,corr,P-value,#students
3912,ComputerandInfoScience3060,Theology1000,0.207924773,0.308077291,26
3925,ComputerandInfoScience3130,ComputerandInfoScience1600,0.546899306,8.92E-06,58
3926,ComputerandInfoScience3130,ComputerandInfoScience1610,0.555735766,2.30E-05,51
3929,ComputerandInfoScience3130,ComputerandInfoScience2000,0.615523915,4.86E-08,65
3930,ComputerandInfoScience3130,ComputerandInfoScience2010,0.545016385,3.22E-06,64
3932,ComputerandInfoScience3130,ComputerandInfoScience2100,0.499437927,0.021159308,21
3934,ComputerandInfoScience3130,ComputerandInfoScience2200,0.49351564,9.59E-05,57
3944,ComputerandInfoScience3130,ComputerandInfoScience3130,1,0,92
3947,ComputerandInfoScience3130,ComputerandInfoScience3400,0.561148388,0.008129714,21
3948,ComputerandInfoScience3130,ComputerandInfoScience3500,0.312657313,0.055980325,38
3950,ComputerandInfoScience3130,ComputerandInfoScience3593,0.695307087,4.53E-07,41
3951,ComputerandInfoScience3130,ComputerandInfoScience3595,0.663423488,5.64E-06,38
3958,ComputerandInfoScience3130,ComputerandInfoScience4080,0.367169833,0.018202612,41
3959,ComputerandInfoScience3130,ComputerandInfoScience4090,0.452590215,0.003364772,40
3963,ComputerandInfoScience3130,ComputerandInfoScience4615,0.497613259,0.00201525,36
3964,ComputerandInfoScience3130,ComputerandInfoScience4631,0.651616575,1.25E-06,45
3974,ComputerandInfoScience3130,English1102,0.347053197,0.022601692,43
3978,ComputerandInfoScience3130,Philosophy1000,0.207347022,0.1402297,52
3979,ComputerandInfoScience3130,Physics1201,0.463109275,0.026052534,23
4047,ComputerandInfoScience3130,Theology1000,0.161230123,0.263323287,50
4050,ComputerandInfoScience3250,BiologicalSciences1403,0.498958859,0.00014301,53
4051,ComputerandInfoScience3250,BiologicalSciences1404,0.406361453,0.00229598,54
4052,ComputerandInfoScience3250,BiologicalSciences1413,0.570221502,8.30E-06,53
4053,ComputerandInfoScience3250,Chemistry1321,0.088113073,0.526355149,54
4054,ComputerandInfoScience3250,Chemistry1322,0.452614034,0.000589635,54
4055,ComputerandInfoScience3250,Chemistry1331,0.398508188,0.00235015,56
4056,ComputerandInfoScience3250,Chemistry1332,0.377301277,0.003813172,57
4060,ComputerandInfoScience3250,ComputerandInfoScience1600,0.558736527,0.006873072,22
4072,ComputerandInfoScience3250,ComputerandInfoScience2500,0.548956317,0.000137934,43
4080,ComputerandInfoScience3250,ComputerandInfoScience3250,1,0,88
4092,ComputerandInfoScience3250,ComputerandInfoScience4020,0.471854431,0.011244212,28
4099,ComputerandInfoScience3250,ComputerandInfoScience4631,0.553729885,0.001009963,32
4109,ComputerandInfoScience3250,English1102,0.101149315,0.404744374,70
4110,ComputerandInfoScience3250,History1000,0.231059155,0.27734172,24
4113,ComputerandInfoScience3250,Philosophy1000,0.293441735,0.011747899,73
4115,ComputerandInfoScience3250,Physics1501,0.806491142,1.75E-05,20
4121,ComputerandInfoScience3250,Psychology1100,0.374277389,0.003218657,60
4122,ComputerandInfoScience3250,Psychology1200,-0.016465468,0.937734571,25
4123,ComputerandInfoScience3250,Psychology2000,0.595949427,1.57E-05,45
4138,ComputerandInfoScience3250,Psychology3110,0.596162971,3.11E-06,52
4181,ComputerandInfoScience3250,Theatre1100,0.44566489,0.011983007,31
4182,ComputerandInfoScience3250,Theology1000,0.358997627,0.002108829,71
4192,ComputerandInfoScience3300,ComputerandInfoScience1100,0.335443112,0.015056959,52
4193,ComputerandInfoScience3300,ComputerandInfoScience1400,0.391039959,0.029615447,31
4195,ComputerandInfoScience3300,ComputerandInfoScience1600,0.46269323,4.07E-07,109
4196,ComputerandInfoScience3300,ComputerandInfoScience1610,0.517750679,1.73E-07,90
4199,ComputerandInfoScience3300,ComputerandInfoScience2000,0.485655845,4.60E-07,97
4200,ComputerandInfoScience3300,ComputerandInfoScience2010,0.498079609,3.25E-07,94
4202,ComputerandInfoScience3300,ComputerandInfoScience2100,0.531085726,0.00303365,29
4203,ComputerandInfoScience3300,ComputerandInfoScience2110,0.527160771,0.004721837,27
4204,ComputerandInfoScience3300,ComputerandInfoScience2200,0.548024396,6.27E-07,72
4207,ComputerandInfoScience3300,ComputerandInfoScience2500,0.513549657,0.003128655,31
4208,ComputerandInfoScience3300,ComputerandInfoScience2540,0.456820401,0.000401546,56
4216,ComputerandInfoScience3300,ComputerandInfoScience3300,1,0,155
4218,ComputerandInfoScience3300,ComputerandInfoScience3500,0.511836342,1.84E-07,92
4220,ComputerandInfoScience3300,ComputerandInfoScience3593,0.614350151,2.80E-09,77
4221,ComputerandInfoScience3300,ComputerandInfoScience3595,0.478385894,0.000126959,59
4224,ComputerandInfoScience3300,ComputerandInfoScience3850,0.427838559,0.003371579,45
4225,ComputerandInfoScience3300,ComputerandInfoScience4001,0.361542104,0.098275793,22
4227,ComputerandInfoScience3300,ComputerandInfoScience4020,0.608499151,0.000134447,34
4228,ComputerandInfoScience3300,ComputerandInfoScience4080,0.560187514,4.23E-05,47
4229,ComputerandInfoScience3300,ComputerandInfoScience4090,0.430709061,0.001028858,55
4233,ComputerandInfoScience3300,ComputerandInfoScience4615,0.625104788,7.24E-08,61
4234,ComputerandInfoScience3300,ComputerandInfoScience4631,0.632522657,1.84E-10,82
4235,ComputerandInfoScience3300,ComputerandInfoScience4650,0.176946094,0.419272972,23
4237,ComputerandInfoScience3300,ComputerandInfoScience4700,0.502949975,0.003346899,32
4242,ComputerandInfoScience3300,Economics2140,0.366342771,0.055189169,28
4243,ComputerandInfoScience3300,English1101,0.179492036,0.360751975,28
4244,ComputerandInfoScience3300,English1102,0.222230447,0.029542426,96
4245,ComputerandInfoScience3300,History1000,0.183068002,0.391865358,24
4246,ComputerandInfoScience3300,Mathematics1100,0.604091234,0.002268383,23
4247,ComputerandInfoScience3300,Music1100,0.25729811,0.129787086,36
4248,ComputerandInfoScience3300,Philosophy1000,0.240639172,0.015878794,100
4249,ComputerandInfoScience3300,Physics1201,0.256788943,0.178722128,29
4316,ComputerandInfoScience3300,Theatre1100,0.067250113,0.705510052,34
4317,ComputerandInfoScience3300,Theology1000,0.397509424,8.72E-05,92
4318,ComputerandInfoScience3300,Theology3200,0.139018216,0.517083212,24
4328,ComputerandInfoScience3400,ComputerandInfoScience1400,0.453110684,0.008096028,33
4330,ComputerandInfoScience3400,ComputerandInfoScience1600,0.18138625,0.096643178,85
4331,ComputerandInfoScience3400,ComputerandInfoScience1610,0.187308833,0.129063725,67
4334,ComputerandInfoScience3400,ComputerandInfoScience2000,0.281390455,0.01664352,72
4335,ComputerandInfoScience3400,ComputerandInfoScience2010,0.291863542,0.014960012,69
4337,ComputerandInfoScience3400,ComputerandInfoScience2100,-0.035624149,0.862832989,26
4338,ComputerandInfoScience3400,ComputerandInfoScience2110,-0.067459975,0.748667723,25
4339,ComputerandInfoScience3400,ComputerandInfoScience2200,0.544001662,9.43E-07,71
4343,ComputerandInfoScience3400,ComputerandInfoScience2540,0.218194941,0.188162274,38
4349,ComputerandInfoScience3400,ComputerandInfoScience3130,0.561148388,0.008129714,21
4352,ComputerandInfoScience3400,ComputerandInfoScience3400,1,0,122
4353,ComputerandInfoScience3400,ComputerandInfoScience3500,0.577432005,1.68E-06,59
4355,ComputerandInfoScience3400,ComputerandInfoScience3593,0.511962733,9.50E-06,67
4356,ComputerandInfoScience3400,ComputerandInfoScience3595,0.548174675,4.81E-06,61
4363,ComputerandInfoScience3400,ComputerandInfoScience4080,0.4727008,6.13E-05,66
4364,ComputerandInfoScience3400,ComputerandInfoScience4090,0.527718082,9.66E-07,76
4368,ComputerandInfoScience3400,ComputerandInfoScience4615,0.60561113,6.47E-06,47
4369,ComputerandInfoScience3400,ComputerandInfoScience4631,0.491978892,0.000157864,54
4370,ComputerandInfoScience3400,ComputerandInfoScience4650,0.311765541,0.180856802,20
4377,ComputerandInfoScience3400,Economics2140,0.431417539,0.04499082,22
4379,ComputerandInfoScience3400,English1102,0.152845175,0.196713939,73
4380,ComputerandInfoScience3400,History1000,0.195299659,0.409281372,20
4382,ComputerandInfoScience3400,Music1100,-0.127894662,0.551469326,24
4383,ComputerandInfoScience3400,Philosophy1000,0.042953359,0.70701643,79
4384,ComputerandInfoScience3400,Physics1201,0.54065798,0.002974078,28
4452,ComputerandInfoScience3400,Theology1000,0.185749588,0.115630971,73
4455,ComputerandInfoScience3500,BiologicalSciences1403,0.297629455,0.110186536,30
4456,ComputerandInfoScience3500,BiologicalSciences1404,0.256847775,0.274320788,20
4457,ComputerandInfoScience3500,BiologicalSciences1413,0.207358859,0.271551914,30
4458,ComputerandInfoScience3500,Chemistry1321,0.183787094,0.262722169,39
4459,ComputerandInfoScience3500,Chemistry1322,0.371223567,0.056595837,27
4460,ComputerandInfoScience3500,Chemistry1331,0.250878633,0.139979143,36
4461,ComputerandInfoScience3500,Chemistry1332,0.201560841,0.313369018,27
4462,ComputerandInfoScience3500,ComputerandInfoScience1100,0.328988132,0.000477813,109
4463,ComputerandInfoScience3500,ComputerandInfoScience1400,0.348664071,0.000232831,107
4465,ComputerandInfoScience3500,ComputerandInfoScience1600,0.438364641,6.44E-14,266
4466,ComputerandInfoScience3500,ComputerandInfoScience1610,0.465039631,2.79E-14,240
4469,ComputerandInfoScience3500,ComputerandInfoScience2000,0.468900543,2.06E-14,238
4470,ComputerandInfoScience3500,ComputerandInfoScience2010,0.491000901,4.09E-15,226
4472,ComputerandInfoScience3500,ComputerandInfoScience2100,0.30563369,0.024610374,54
4473,ComputerandInfoScience3500,ComputerandInfoScience2110,0.300129265,0.040394071,47
4474,ComputerandInfoScience3500,ComputerandInfoScience2200,0.445687431,2.13E-11,205
4475,ComputerandInfoScience3500,ComputerandInfoScience2201,0.379191796,0.02953219,33
4476,ComputerandInfoScience3500,ComputerandInfoScience2350,0.50362604,0.000492168,44
4477,ComputerandInfoScience3500,ComputerandInfoScience2500,0.336609107,0.004101579,71
4478,ComputerandInfoScience3500,ComputerandInfoScience2540,0.324336921,0.000339591,118
4479,ComputerandInfoScience3500,ComputerandInfoScience2850,0.653760044,0.001769624,20
4480,ComputerandInfoScience3500,ComputerandInfoScience3001,0.438630816,0.012029591,32
4483,ComputerandInfoScience3500,ComputerandInfoScience3060,0.386617078,0.092203599,20
4484,ComputerandInfoScience3500,ComputerandInfoScience3130,0.312657313,0.055980325,38
4486,ComputerandInfoScience3500,ComputerandInfoScience3300,0.511836342,1.84E-07,92
4487,ComputerandInfoScience3500,ComputerandInfoScience3400,0.577432005,1.68E-06,59
4488,ComputerandInfoScience3500,ComputerandInfoScience3500,1,0,374
4489,ComputerandInfoScience3500,ComputerandInfoScience3580,0.398029536,0.059970803,23
4490,ComputerandInfoScience3500,ComputerandInfoScience3593,0.436595656,3.48E-11,210
4491,ComputerandInfoScience3500,ComputerandInfoScience3595,0.520499095,2.25E-14,187
4494,ComputerandInfoScience3500,ComputerandInfoScience3850,0.388307886,0.000819258,71
4495,ComputerandInfoScience3500,ComputerandInfoScience4001,0.34895782,0.023513966,42
4497,ComputerandInfoScience3500,ComputerandInfoScience4020,0.387334086,0.000846603,71
4498,ComputerandInfoScience3500,ComputerandInfoScience4080,0.348747407,3.86E-06,167
4499,ComputerandInfoScience3500,ComputerandInfoScience4090,0.501700431,4.03E-13,184
4500,ComputerandInfoScience3500,ComputerandInfoScience4400,0.106618162,0.636753644,22
4503,ComputerandInfoScience3500,ComputerandInfoScience4615,0.526386314,1.68E-13,170
4504,ComputerandInfoScience3500,ComputerandInfoScience4631,0.463908637,8.47E-12,195
4505,ComputerandInfoScience3500,ComputerandInfoScience4650,0.421527746,0.00047052,65
4507,ComputerandInfoScience3500,ComputerandInfoScience4700,0.475045784,4.87E-05,67
4510,ComputerandInfoScience3500,ComputerandInfoScience4900,0.319651719,0.16949018,20
4512,ComputerandInfoScience3500,Economics2140,0.30647317,0.011025976,68
4513,ComputerandInfoScience3500,English1101,0.164557225,0.263706398,48
4514,ComputerandInfoScience3500,English1102,0.218474401,0.001693663,204
4515,ComputerandInfoScience3500,History1000,0.069527632,0.649950686,45
4516,ComputerandInfoScience3500,Mathematics1100,0.211865905,0.1169853,56
4517,ComputerandInfoScience3500,Music1100,0.413182928,5.72E-05,89
4518,ComputerandInfoScience3500,Philosophy1000,0.337212002,5.95E-07,209
4519,ComputerandInfoScience3500,Physics1201,0.120294612,0.278695317,83
4521,ComputerandInfoScience3500,Physics1511,0.054044132,0.806525139,23
4526,ComputerandInfoScience3500,Psychology1100,0.321586418,0.031228748,45
4527,ComputerandInfoScience3500,Psychology1200,-0.192557756,0.390598806,22
4586,ComputerandInfoScience3500,Theatre1100,0.143075452,0.230540382,72
4587,ComputerandInfoScience3500,Theology1000,0.214684633,0.001392454,219
4588,ComputerandInfoScience3500,Theology3200,0.257824171,0.062338655,53
4589,ComputerandInfoScience3500,VisualArts1101,0.373369926,0.009737999,47
4600,ComputerandInfoScience3580,ComputerandInfoScience1600,0.057543757,0.735143322,37
4601,ComputerandInfoScience3580,ComputerandInfoScience1610,0.20855977,0.260195568,31
4604,ComputerandInfoScience3580,ComputerandInfoScience2000,0.299374688,0.067857167,38
4605,ComputerandInfoScience3580,ComputerandInfoScience2010,0.324048152,0.061533959,34
4607,ComputerandInfoScience3580,ComputerandInfoScience2100,0.046417959,0.82561723,25
4608,ComputerandInfoScience3580,ComputerandInfoScience2110,-0.082091667,0.723523377,21
4609,ComputerandInfoScience3580,ComputerandInfoScience2200,0.181136016,0.356296553,28
4623,ComputerandInfoScience3580,ComputerandInfoScience3500,0.398029536,0.059970803,23
4624,ComputerandInfoScience3580,ComputerandInfoScience3580,1,0,69
4625,ComputerandInfoScience3580,ComputerandInfoScience3593,0.381058162,0.097389151,20
4626,ComputerandInfoScience3580,ComputerandInfoScience3595,0.367060512,0.101671679,21
4633,ComputerandInfoScience3580,ComputerandInfoScience4080,0.355106045,0.124439443,20
4638,ComputerandInfoScience3580,ComputerandInfoScience4615,0.609566717,0.00094724,26
4639,ComputerandInfoScience3580,ComputerandInfoScience4631,0.328187995,0.126297164,23
4649,ComputerandInfoScience3580,English1102,0.220707786,0.195827168,36
4653,ComputerandInfoScience3580,Philosophy1000,0.285765461,0.057050693,45
4722,ComputerandInfoScience3580,Theology1000,0.317924328,0.045589379,40
4728,ComputerandInfoScience3593,Chemistry1321,0.217542947,0.202478619,36
4729,ComputerandInfoScience3593,Chemistry1322,0.415622281,0.068378537,20
4730,ComputerandInfoScience3593,Chemistry1331,-0.125244281,0.509609011,30
4731,ComputerandInfoScience3593,Chemistry1332,0.495882639,0.022245715,21
4732,ComputerandInfoScience3593,ComputerandInfoScience1100,0.403050009,7.46E-05,91
4733,ComputerandInfoScience3593,ComputerandInfoScience1400,0.375633416,0.000108465,101
4735,ComputerandInfoScience3593,ComputerandInfoScience1600,0.41539086,4.23E-12,256
4736,ComputerandInfoScience3593,ComputerandInfoScience1610,0.420219764,7.23E-11,221
4739,ComputerandInfoScience3593,ComputerandInfoScience2000,0.46288659,5.34E-15,256
4740,ComputerandInfoScience3593,ComputerandInfoScience2010,0.493601396,2.17E-16,244
4742,ComputerandInfoScience3593,ComputerandInfoScience2100,0.381618967,0.001322632,68
4743,ComputerandInfoScience3593,ComputerandInfoScience2110,0.340742731,0.006727773,62
4744,ComputerandInfoScience3593,ComputerandInfoScience2200,0.609682839,3.29E-25,234
4746,ComputerandInfoScience3593,ComputerandInfoScience2350,0.489445752,0.002844784,35
4747,ComputerandInfoScience3593,ComputerandInfoScience2500,0.21703837,0.196937693,37
4748,ComputerandInfoScience3593,ComputerandInfoScience2540,0.130427473,0.195869468,100
4750,ComputerandInfoScience3593,ComputerandInfoScience3001,0.337718442,0.078812202,28
4753,ComputerandInfoScience3593,ComputerandInfoScience3060,0.447174999,0.021995825,26
4754,ComputerandInfoScience3593,ComputerandInfoScience3130,0.695307087,4.53E-07,41
4756,ComputerandInfoScience3593,ComputerandInfoScience3300,0.614350151,2.80E-09,77
4757,ComputerandInfoScience3593,ComputerandInfoScience3400,0.511962733,9.50E-06,67
4758,ComputerandInfoScience3593,ComputerandInfoScience3500,0.436595656,3.48E-11,210
4759,ComputerandInfoScience3593,ComputerandInfoScience3580,0.381058162,0.097389151,20
4760,ComputerandInfoScience3593,ComputerandInfoScience3593,1,0,346
4761,ComputerandInfoScience3593,ComputerandInfoScience3595,0.589588405,6.34E-20,198
4764,ComputerandInfoScience3593,ComputerandInfoScience3850,0.171455694,0.238814994,49
4765,ComputerandInfoScience3593,ComputerandInfoScience4001,0.504753455,0.001230395,38
4767,ComputerandInfoScience3593,ComputerandInfoScience4020,0.497498692,0.000373918,47
4768,ComputerandInfoScience3593,ComputerandInfoScience4080,0.583429533,1.25E-18,189
4769,ComputerandInfoScience3593,ComputerandInfoScience4090,0.542657054,4.29E-17,205
4770,ComputerandInfoScience3593,ComputerandInfoScience4400,0.654693729,4.80E-05,32
4773,ComputerandInfoScience3593,ComputerandInfoScience4615,0.591411569,2.80E-16,158
4774,ComputerandInfoScience3593,ComputerandInfoScience4631,0.549068994,3.62E-15,175
4775,ComputerandInfoScience3593,ComputerandInfoScience4650,0.48692127,3.90E-05,65
4777,ComputerandInfoScience3593,ComputerandInfoScience4700,0.582741161,4.13E-08,75
4779,ComputerandInfoScience3593,ComputerandInfoScience4800,0.271469817,0.246952681,20
4780,ComputerandInfoScience3593,ComputerandInfoScience4900,0.307564375,0.187118341,20
4782,ComputerandInfoScience3593,Economics2140,0.338839664,0.01138906,55
4783,ComputerandInfoScience3593,English1101,0.136448623,0.315977772,56
4784,ComputerandInfoScience3593,English1102,0.284695791,5.25E-05,196
4785,ComputerandInfoScience3593,History1000,0.443660735,0.001585963,48
4786,ComputerandInfoScience3593,Mathematics1100,0.109576949,0.50665984,39
4787,ComputerandInfoScience3593,Music1100,0.484209573,1.53E-06,89
4788,ComputerandInfoScience3593,Philosophy1000,0.477715811,2.14E-12,193
